seconds,hours,Date & Time, Pressure (mBar), Weight (g),dv,dt,Flux (LMH),,,Surface area (m2),0.011545353,
65079,18.0775,10-08-22 23:41:40,107.14,177.2,0.4,0.00166667,20.78754283,,,,,
65084,18.07888889,10-08-22 23:41:45,115.83,177.54,0.34,0.00138889,21.20331913,,,,,
65089,18.08027778,10-08-22 23:41:50,104.66,177.92,0.38,0.00138889,23.69782727,,,,,
65094,18.08166667,10-08-22 23:41:56,117.07,178.28,0.36,0.00138889,22.4505732,,,,,
65099,18.08305556,10-08-22 23:42:01,110.86,178.63,0.35,0.00138889,21.82694617,,,,,
65105,18.08472222,10-08-22 23:42:06,105.9,179.03,0.4,0.00166666,20.78766756,,,,,
65110,18.08611111,10-08-22 23:42:11,117.07,179.37,0.34,0.00138889,21.20331913,,,,,
65115,18.0875,10-08-22 23:42:16,105.9,179.75,0.38,0.00138889,23.69782727,,,,,
65120,18.08888889,10-08-22 23:42:21,115.83,180.12,0.37,0.00138889,23.07420023,,,,,
65125,18.09027778,10-08-22 23:42:27,110.86,180.47,0.35,0.00138889,21.82694617,,,,,
65131,18.09194444,10-08-22 23:42:32,103.42,180.87,0.4,0.00166666,20.78766756,,,,,
65136,18.09333333,10-08-22 23:42:37,117.07,181.2,0.33,0.00138889,20.5796921,,,,,
65141,18.09472222,10-08-22 23:42:42,107.14,181.58,0.38,0.00138889,23.69782727,,,,,
65146,18.09611111,10-08-22 23:42:47,115.83,181.96,0.38,0.00138889,23.69782727,,,,,
65151,18.0975,10-08-22 23:42:53,112.1,182.3,0.34,0.00138889,21.20331913,,,,,
65156,18.09888889,10-08-22 23:42:58,102.17,182.69,0.39,0.00138889,24.3214543,,,,,
65162,18.10055556,10-08-22 23:43:03,118.31,183.03,0.34,0.00166667,17.66941141,,,,,
65167,18.10194444,10-08-22 23:43:08,108.38,183.41,0.38,0.00138888,23.69799789,,,,,
65172,18.10333333,10-08-22 23:43:13,114.59,183.8,0.39,0.00138889,24.3214543,,,,,
65177,18.10472222,10-08-22 23:43:18,113.35,184.14,0.34,0.00138889,21.20331913,,,,,
65182,18.10611111,10-08-22 23:43:24,102.17,184.52,0.38,0.00138889,23.69782727,,,,,
65188,18.10777778,10-08-22 23:43:29,119.55,184.88,0.36,0.00166667,18.70878855,,,,,
65193,18.10916667,10-08-22 23:43:34,108.38,185.24,0.36,0.00138889,22.4505732,,,,,
65198,18.11055556,10-08-22 23:43:39,109.62,185.63,0.39,0.00138889,24.3214543,,,,,
65203,18.11194444,10-08-22 23:43:44,114.59,185.96,0.33,0.00138888,20.57984027,,,,,
65208,18.11333333,10-08-22 23:43:50,102.17,186.35,0.39,0.00138889,24.3214543,,,,,
65213,18.11472222,10-08-22 23:43:55,119.55,186.7,0.35,0.00138889,21.82694617,,,,,
65219,18.11638889,10-08-22 23:44:00,109.62,187.07,0.37,0.00166667,19.22847712,,,,,
65224,18.11777778,10-08-22 23:44:05,107.14,187.47,0.4,0.00138889,24.94508133,,,,,
65229,18.11916667,10-08-22 23:44:10,115.83,187.8,0.33,0.00138889,20.5796921,,,,,
65234,18.12055556,10-08-22 23:44:15,104.66,188.18,0.38,0.00138889,23.69782727,,,,,
65239,18.12194444,10-08-22 23:44:21,119.55,188.56,0.38,0.00138888,23.69799789,,,,,
65245,18.12361111,10-08-22 23:44:26,110.86,188.91,0.35,0.00166667,18.18909998,,,,,
65250,18.125,10-08-22 23:44:31,104.66,189.29,0.38,0.00138889,23.69782727,,,,,
65255,18.12638889,10-08-22 23:44:36,118.31,189.64,0.35,0.00138889,21.82694617,,,,,
65260,18.12777778,10-08-22 23:44:41,105.9,190.01,0.37,0.00138889,23.07420023,,,,,
65265,18.12916667,10-08-22 23:44:47,117.07,190.4,0.39,0.00138889,24.3214543,,,,,
65270,18.13055556,10-08-22 23:44:52,113.35,190.73,0.33,0.00138889,20.5796921,,,,,
65276,18.13222222,10-08-22 23:44:57,105.9,191.12,0.39,0.00166666,20.26797587,,,,,
65281,18.13361111,10-08-22 23:45:02,118.31,191.46,0.34,0.00138889,21.20331913,,,,,
65286,18.135,10-08-22 23:45:07,107.14,191.82,0.36,0.00138889,22.4505732,,,,,
65291,18.13638889,10-08-22 23:45:12,122.03,192.21,0.39,0.00138889,24.3214543,,,,,
65296,18.13777778,10-08-22 23:45:18,112.1,192.57,0.36,0.00138889,22.4505732,,,,,
65301,18.13916667,10-08-22 23:45:23,103.42,192.96,0.39,0.00138889,24.3214543,,,,,
65307,18.14083333,10-08-22 23:45:28,73.63,193.27,0.31,0.00166666,16.11044236,,,,,
65312,18.14222222,10-08-22 23:45:33,-2.09,192.39,-0.88,0.00138889,-54.87917893,,,,,
65317,18.14361111,10-08-22 23:45:38,-9.53,190.28,-2.11,0.00138889,-131.585304,,,,,
65322,18.145,10-08-22 23:45:44,-16.98,188.1,-2.18,0.00138889,-135.9506933,,,,,
65327,18.14638889,10-08-22 23:45:49,-10.77,185.86,-2.24,0.00138889,-139.6924555,,,,,
65333,18.14805556,10-08-22 23:45:54,-10.77,183.64,-2.22,0.00166667,-115.3708627,,,,,
65338,18.14944444,10-08-22 23:45:59,-10.77,181.44,-2.2,0.00138888,-137.1989352,,,,,
65343,18.15083333,10-08-22 23:46:04,31.43,179.45,-1.99,0.00138889,-124.1017796,,,,,
65349,18.1525,10-08-22 23:46:11,81.07,222.3,42.85,0.00166667,2226.865526,,,,,
65355,18.15416667,10-08-22 23:46:17,82.32,222.31,0.01,0.00166667,0.519688571,,,,,
65358,18.155,10-08-22 23:46:20,82.32,0.81,-221.5,0.00083333,-23022.34182,,,,,
65364,18.15666667,10-08-22 23:46:25,84.8,1.12,0.31,0.00166667,16.1103457,,,,,
65369,18.15805556,10-08-22 23:46:30,76.11,1.5,0.38,0.00138889,23.69782727,,,,,
65374,18.15944444,10-08-22 23:46:35,89.76,1.82,0.32,0.00138888,19.95620875,,,,,
65379,18.16083333,10-08-22 23:46:41,86.04,2.13,0.31,0.00138889,19.33243803,,,,,
65384,18.16222222,10-08-22 23:46:46,89.76,2.5,0.37,0.00138889,23.07420023,,,,,
65390,18.16388889,10-08-22 23:46:51,94.73,27.51,25.01,0.00166667,1299.741116,,,,,
65395,18.16527778,10-08-22 23:46:56,82.32,77.08,49.57,0.00138889,3091.319204,,,,,
65400,18.16666667,10-08-22 23:47:01,105.9,3.37,-73.71,0.00138889,-4596.754863,,,,,
65405,18.16805556,10-08-22 23:47:06,102.17,3.6,0.23,0.00138889,14.34342177,,,,,
65410,18.16944444,10-08-22 23:47:12,99.69,4,0.4,0.00138888,24.94526094,,,,,
65415,18.17083333,10-08-22 23:47:17,108.38,4.33,0.33,0.00138889,20.5796921,,,,,
65421,18.1725,10-08-22 23:47:22,95.97,4.73,0.4,0.00166667,20.78754283,,,,,
65426,18.17388889,10-08-22 23:47:27,113.35,5.07,0.34,0.00138889,21.20331913,,,,,
65431,18.17527778,10-08-22 23:47:32,105.9,5.41,0.34,0.00138889,21.20331913,,,,,
65436,18.17666667,10-08-22 23:47:38,100.93,5.41,0,0.00138889,0,,,,,
65441,18.17805556,10-08-22 23:47:43,112.1,5.41,0,0.00138889,0,,,,,
65447,18.17972222,10-08-22 23:47:48,100.93,5.41,0,0.00166666,0,,,,,
65452,18.18111111,10-08-22 23:47:53,114.59,5.41,0,0.00138889,0,,,,,
65457,18.1825,10-08-22 23:47:58,109.62,5.46,0.05,0.00138889,3.118135167,,,,,
65462,18.18388889,10-08-22 23:48:03,102.17,5.46,0,0.00138889,0,,,,,
65467,18.18527778,10-08-22 23:48:09,113.35,5.46,0,0.00138889,0,,,,,
65472,18.18666667,10-08-22 23:48:14,99.69,5.46,0,0.00138889,0,,,,,
65478,18.18833333,10-08-22 23:48:19,114.59,5.46,0,0.00166666,0,,,,,
65483,18.18972222,10-08-22 23:48:24,110.86,5.45,-0.01,0.00138889,-0.623627033,,,,,
65488,18.19111111,10-08-22 23:48:29,97.21,5.46,0.01,0.00138889,0.623627033,,,,,
65493,18.1925,10-08-22 23:48:35,113.35,5.44,-0.02,0.00138889,-1.247254067,,,,,
65498,18.19388889,10-08-22 23:48:40,94.73,45.93,40.49,0.00138889,2525.065858,,,,,
65504,18.19555556,10-08-22 23:48:45,93.49,6.04,-39.89,0.00166667,-2073.037709,,,,,
65509,18.19694444,10-08-22 23:48:50,93.49,7.03,0.99,0.00138888,61.73952082,,,,,
65514,18.19833333,10-08-22 23:48:55,83.56,6.82,-0.21,0.00138889,-13.0961677,,,,,
65519,18.19972222,10-08-22 23:49:00,95.97,7.12,0.3,0.00138889,18.708811,,,,,
65524,18.20111111,10-08-22 23:49:06,89.76,7.45,0.33,0.00138889,20.5796921,,,,,
65530,18.20277778,10-08-22 23:49:11,91,7.83,0.38,0.00166667,19.74816569,,,,,
65535,18.20416667,10-08-22 23:49:16,94.73,8.14,0.31,0.00138889,19.33243803,,,,,
65540,18.20555556,10-08-22 23:49:21,84.8,8.52,0.38,0.00138889,23.69782727,,,,,
65545,18.20694444,10-08-22 23:49:26,98.45,8.85,0.33,0.00138888,20.57984027,,,,,
65550,18.20833333,10-08-22 23:49:32,91,9.19,0.34,0.00138889,21.20331913,,,,,
65555,18.20972222,10-08-22 23:49:37,89.76,9.57,0.38,0.00138889,23.69782727,,,,,
65561,18.21138889,10-08-22 23:49:42,97.21,9.89,0.32,0.00166667,16.63003427,,,,,
65566,18.21277778,10-08-22 23:49:47,88.52,10.26,0.37,0.00138889,23.07420023,,,,,
65571,18.21416667,10-08-22 23:49:52,99.69,10.61,0.35,0.00138889,21.82694617,,,,,
65576,18.21555556,10-08-22 23:49:58,94.73,10.93,0.32,0.00138889,19.95606507,,,,,
65581,18.21694444,10-08-22 23:50:03,87.28,11.33,0.4,0.00138888,24.94526094,,,,,
65587,18.21861111,10-08-22 23:50:08,98.45,11.66,0.33,0.00166667,17.14972284,,,,,
65592,18.22,10-08-22 23:50:13,88.52,12.02,0.36,0.00138889,22.4505732,,,,,
65597,18.22138889,10-08-22 23:50:18,100.93,12.38,0.36,0.00138889,22.4505732,,,,,
65602,18.22277778,10-08-22 23:50:23,95.97,12.71,0.33,0.00138889,20.5796921,,,,,
65607,18.22416667,10-08-22 23:50:29,88.52,13.1,0.39,0.00138889,24.3214543,,,,,
65612,18.22555556,10-08-22 23:50:34,100.93,13.43,0.33,0.00138889,20.5796921,,,,,
65618,18.22722222,10-08-22 23:50:39,91,13.79,0.36,0.00166666,18.7089008,,,,,
65623,18.22861111,10-08-22 23:50:44,98.45,14.17,0.38,0.00138889,23.69782727,,,,,
65628,18.23,10-08-22 23:50:49,97.21,14.5,0.33,0.00138889,20.5796921,,,,,
65633,18.23138889,10-08-22 23:50:55,87.28,14.88,0.38,0.00138889,23.69782727,,,,,
65638,18.23277778,10-08-22 23:51:00,99.69,15.23,0.35,0.00138889,21.82694617,,,,,
65644,18.23444444,10-08-22 23:51:05,92.25,15.58,0.35,0.00166666,18.18920911,,,,,
65649,18.23583333,10-08-22 23:51:10,95.97,15.97,0.39,0.00138889,24.3214543,,,,,
65654,18.23722222,10-08-22 23:51:15,97.21,16.29,0.32,0.00138889,19.95606507,,,,,
65659,18.23861111,10-08-22 23:51:20,88.52,16.68,0.39,0.00138889,24.3214543,,,,,
65664,18.24,10-08-22 23:51:26,102.17,17.02,0.34,0.00138889,21.20331913,,,,,
65669,18.24138889,10-08-22 23:51:31,93.49,17.37,0.35,0.00138889,21.82694617,,,,,
65675,18.24305556,10-08-22 23:51:36,93.49,17.75,0.38,0.00166667,19.74816569,,,,,
65680,18.24444444,10-08-22 23:51:41,99.69,18.06,0.31,0.00138888,19.33257723,,,,,
65685,18.24583333,10-08-22 23:51:46,89.76,18.45,0.39,0.00138889,24.3214543,,,,,
65690,18.24722222,10-08-22 23:51:52,103.42,18.81,0.36,0.00138889,22.4505732,,,,,
65695,18.24861111,10-08-22 23:51:57,95.97,19.16,0.35,0.00138889,21.82694617,,,,,
65701,18.25027778,10-08-22 23:52:02,91,19.55,0.39,0.00166667,20.26785426,,,,,
65706,18.25166667,10-08-22 23:52:07,100.93,19.87,0.32,0.00138889,19.95606507,,,,,
65711,18.25305556,10-08-22 23:52:12,91,20.25,0.38,0.00138889,23.69782727,,,,,
65716,18.25444444,10-08-22 23:52:17,102.17,20.61,0.36,0.00138888,22.45073484,,,,,
65721,18.25583333,10-08-22 23:52:23,97.21,20.95,0.34,0.00138889,21.20331913,,,,,
65727,18.2575,10-08-22 23:52:28,89.76,21.34,0.39,0.00166667,20.26785426,,,,,
65732,18.25888889,10-08-22 23:52:33,102.17,21.68,0.34,0.00138889,21.20331913,,,,,
65737,18.26027778,10-08-22 23:52:38,93.49,22.05,0.37,0.00138889,23.07420023,,,,,
65742,18.26166667,10-08-22 23:52:43,100.93,22.42,0.37,0.00138889,23.07420023,,,,,
65747,18.26305556,10-08-22 23:52:49,98.45,22.76,0.34,0.00138889,21.20331913,,,,,
65752,18.26444444,10-08-22 23:52:54,88.52,23.15,0.39,0.00138888,24.32162942,,,,,
65758,18.26611111,10-08-22 23:52:59,103.42,23.48,0.33,0.00166667,17.14972284,,,,,
65763,18.2675,10-08-22 23:53:04,93.49,23.84,0.36,0.00138889,22.4505732,,,,,
65768,18.26888889,10-08-22 23:53:09,99.69,24.23,0.39,0.00138889,24.3214543,,,,,
65773,18.27027778,10-08-22 23:53:15,99.69,24.56,0.33,0.00138889,20.5796921,,,,,
65778,18.27166667,10-08-22 23:53:20,88.52,24.96,0.4,0.00138889,24.94508133,,,,,
65784,18.27333333,10-08-22 23:53:25,103.42,25.3,0.34,0.00166666,17.66951742,,,,,
65789,18.27472222,10-08-22 23:53:30,94.73,25.66,0.36,0.00138889,22.4505732,,,,,
65794,18.27611111,10-08-22 23:53:35,95.97,26.04,0.38,0.00138889,23.69782727,,,,,
65799,18.2775,10-08-22 23:53:40,99.69,26.36,0.32,0.00138889,19.95606507,,,,,
65804,18.27888889,10-08-22 23:53:46,91,26.76,0.4,0.00138889,24.94508133,,,,,
65809,18.28027778,10-08-22 23:53:51,104.66,27.1,0.34,0.00138889,21.20331913,,,,,
65815,18.28194444,10-08-22 23:53:56,95.97,27.45,0.35,0.00166666,18.18920911,,,,,
65820,18.28333333,10-08-22 23:54:01,93.49,27.85,0.4,0.00138889,24.94508133,,,,,
65825,18.28472222,10-08-22 23:54:06,100.93,28.18,0.33,0.00138889,20.5796921,,,,,
65830,18.28611111,10-08-22 23:54:12,89.76,28.56,0.38,0.00138889,23.69782727,,,,,
65835,18.2875,10-08-22 23:54:17,104.66,28.92,0.36,0.00138889,22.4505732,,,,,
65841,18.28916667,10-08-22 23:54:22,97.21,29.26,0.34,0.00166667,17.66941141,,,,,
65846,18.29055556,10-08-22 23:54:27,91,29.66,0.4,0.00138889,24.94508133,,,,,
65851,18.29194444,10-08-22 23:54:32,102.17,30,0.34,0.00138888,21.2034718,,,,,
65856,18.29333333,10-08-22 23:54:37,94.73,30.37,0.37,0.00138889,23.07420023,,,,,
65861,18.29472222,10-08-22 23:54:43,102.17,30.74,0.37,0.00138889,23.07420023,,,,,
65867,18.29638889,10-08-22 23:54:48,97.21,31.08,0.34,0.00166667,17.66941141,,,,,
65872,18.29777778,10-08-22 23:54:53,89.76,31.47,0.39,0.00138889,24.3214543,,,,,
65877,18.29916667,10-08-22 23:54:58,102.17,31.81,0.34,0.00138889,21.20331913,,,,,
65882,18.30055556,10-08-22 23:55:03,93.49,32.17,0.36,0.00138889,22.4505732,,,,,
65887,18.30194444,10-08-22 23:55:09,100.93,32.56,0.39,0.00138888,24.32162942,,,,,
65892,18.30333333,10-08-22 23:55:14,98.45,32.9,0.34,0.00138889,21.20331913,,,,,
65898,18.305,10-08-22 23:55:19,89.76,33.28,0.38,0.00166667,19.74816569,,,,,
65903,18.30638889,10-08-22 23:55:24,103.42,33.63,0.35,0.00138889,21.82694617,,,,,
65908,18.30777778,10-08-22 23:55:29,93.49,33.99,0.36,0.00138889,22.4505732,,,,,
65913,18.30916667,10-08-22 23:55:35,98.45,34.37,0.38,0.00138889,23.69782727,,,,,
65918,18.31055556,10-08-22 23:55:40,99.69,34.71,0.34,0.00138889,21.20331913,,,,,
65924,18.31222222,10-08-22 23:55:45,89.76,35.09,0.38,0.00166666,19.74828418,,,,,
65929,18.31361111,10-08-22 23:55:50,103.42,35.45,0.36,0.00138889,22.4505732,,,,,
65934,18.315,10-08-22 23:55:55,97.21,35.8,0.35,0.00138889,21.82694617,,,,,
65939,18.31638889,10-08-22 23:56:00,94.73,36.19,0.39,0.00138889,24.3214543,,,,,
65944,18.31777778,10-08-22 23:56:06,100.93,36.52,0.33,0.00138889,20.5796921,,,,,
65949,18.31916667,10-08-22 23:56:11,91,36.91,0.39,0.00138889,24.3214543,,,,,
65955,18.32083333,10-08-22 23:56:16,103.42,37.27,0.36,0.00166666,18.7089008,,,,,
65960,18.32222222,10-08-22 23:56:21,97.21,37.61,0.34,0.00138889,21.20331913,,,,,
65965,18.32361111,10-08-22 23:56:26,93.49,38.01,0.4,0.00138889,24.94508133,,,,,
65970,18.325,10-08-22 23:56:32,102.17,38.33,0.32,0.00138889,19.95606507,,,,,
65975,18.32638889,10-08-22 23:56:37,92.25,38.72,0.39,0.00138889,24.3214543,,,,,
65981,18.32805556,10-08-22 23:56:42,102.17,39.09,0.37,0.00166667,19.22847712,,,,,
65986,18.32944444,10-08-22 23:56:47,98.45,39.43,0.34,0.00138888,21.2034718,,,,,
65991,18.33083333,10-08-22 23:56:52,91,39.83,0.4,0.00138889,24.94508133,,,,,
65996,18.33222222,10-08-22 23:56:57,103.42,40.16,0.33,0.00138889,20.5796921,,,,,
66001,18.33361111,10-08-22 23:57:03,97.21,40.52,0.36,0.00138889,22.4505732,,,,,
66006,18.335,10-08-22 23:57:08,102.17,40.91,0.39,0.00138889,24.3214543,,,,,
66012,18.33666667,10-08-22 23:57:13,99.69,41.24,0.33,0.00166667,17.14972284,,,,,
66017,18.33805556,10-08-22 23:57:18,89.76,41.64,0.4,0.00138889,24.94508133,,,,,
66022,18.33944444,10-08-22 23:57:23,103.42,41.97,0.33,0.00138888,20.57984027,,,,,
66027,18.34083333,10-08-22 23:57:29,95.97,42.34,0.37,0.00138889,23.07420023,,,,,
66032,18.34222222,10-08-22 23:57:34,100.93,42.71,0.37,0.00138889,23.07420023,,,,,
66038,18.34388889,10-08-22 23:57:39,100.93,43.06,0.35,0.00166667,18.18909998,,,,,
66043,18.34527778,10-08-22 23:57:44,89.76,43.45,0.39,0.00138889,24.3214543,,,,,
66048,18.34666667,10-08-22 23:57:49,104.66,43.78,0.33,0.00138889,20.5796921,,,,,
66053,18.34805556,10-08-22 23:57:54,95.97,44.15,0.37,0.00138889,23.07420023,,,,,
66058,18.34944444,10-08-22 23:58:00,98.45,44.54,0.39,0.00138888,24.32162942,,,,,
66063,18.35083333,10-08-22 23:58:05,103.42,44.87,0.33,0.00138889,20.5796921,,,,,
66069,18.3525,10-08-22 23:58:10,91,45.27,0.4,0.00166667,20.78754283,,,,,
66074,18.35388889,10-08-22 23:58:15,104.66,45.62,0.35,0.00138889,21.82694617,,,,,
66079,18.35527778,10-08-22 23:58:20,97.21,45.97,0.35,0.00138889,21.82694617,,,,,
66084,18.35666667,10-08-22 23:58:26,93.49,46.35,0.38,0.00138889,23.69782727,,,,,
66089,18.35805556,10-08-22 23:58:31,102.17,46.69,0.34,0.00138889,21.20331913,,,,,
66095,18.35972222,10-08-22 23:58:36,92.25,47.07,0.38,0.00166666,19.74828418,,,,,
66100,18.36111111,10-08-22 23:58:41,104.66,47.43,0.36,0.00138889,22.4505732,,,,,
66105,18.3625,10-08-22 23:58:46,97.21,47.78,0.35,0.00138889,21.82694617,,,,,
66110,18.36388889,10-08-22 23:58:51,92.25,48.17,0.39,0.00138889,24.3214543,,,,,
66115,18.36527778,10-08-22 23:58:57,103.42,48.51,0.34,0.00138889,21.20331913,,,,,
66120,18.36666667,10-08-22 23:59:02,93.49,48.88,0.37,0.00138889,23.07420023,,,,,
66126,18.36833333,10-08-22 23:59:07,103.42,49.25,0.37,0.00166666,19.22859249,,,,,
66131,18.36972222,10-08-22 23:59:12,99.69,49.6,0.35,0.00138889,21.82694617,,,,,
66136,18.37111111,10-08-22 23:59:17,89.76,49.98,0.38,0.00138889,23.69782727,,,,,
66141,18.3725,10-08-22 23:59:23,104.66,50.32,0.34,0.00138889,21.20331913,,,,,
66146,18.37388889,10-08-22 23:59:28,98.45,50.69,0.37,0.00138889,23.07420023,,,,,
66152,18.37555556,10-08-22 23:59:33,102.17,51.07,0.38,0.00166667,19.74816569,,,,,
66157,18.37694444,10-08-22 23:59:38,100.93,51.41,0.34,0.00138888,21.2034718,,,,,
66162,18.37833333,10-08-22 23:59:43,89.76,51.8,0.39,0.00138889,24.3214543,,,,,
66167,18.37972222,10-08-22 23:59:49,105.9,52.14,0.34,0.00138889,21.20331913,,,,,
66172,18.38111111,10-08-22 23:59:54,95.97,52.5,0.36,0.00138889,22.4505732,,,,,
66178,18.38277778,10-08-22 23:59:59,100.93,52.89,0.39,0.00166667,20.26785426,,,,,
66183,18.38416667,11-08-22 00:00:04,100.93,53.22,0.33,0.00138889,20.5796921,,,,,
66188,18.38555556,11-08-22 00:00:09,89.76,53.62,0.4,0.00138889,24.94508133,,,,,
66193,18.38694444,11-08-22 00:00:14,105.9,53.96,0.34,0.00138888,21.2034718,,,,,
66198,18.38833333,11-08-22 00:00:20,97.21,54.31,0.35,0.00138889,21.82694617,,,,,
66203,18.38972222,11-08-22 00:00:25,95.97,54.71,0.4,0.00138889,24.94508133,,,,,
66209,18.39138889,11-08-22 00:00:30,102.17,55.04,0.33,0.00166667,17.14972284,,,,,
66214,18.39277778,11-08-22 00:00:35,91,55.42,0.38,0.00138889,23.69782727,,,,,
66219,18.39416667,11-08-22 00:00:40,104.66,55.77,0.35,0.00138889,21.82694617,,,,,
66224,18.39555556,11-08-22 00:00:46,97.21,56.13,0.36,0.00138889,22.4505732,,,,,
66229,18.39694444,11-08-22 00:00:51,93.49,56.52,0.39,0.00138888,24.32162942,,,,,
66235,18.39861111,11-08-22 00:00:56,103.42,56.86,0.34,0.00166667,17.66941141,,,,,
66240,18.4,11-08-22 00:01:01,91,57.23,0.37,0.00138889,23.07420023,,,,,
66245,18.40138889,11-08-22 00:01:06,104.66,57.6,0.37,0.00138889,23.07420023,,,,,
66250,18.40277778,11-08-22 00:01:11,98.45,57.95,0.35,0.00138889,21.82694617,,,,,
66255,18.40416667,11-08-22 00:01:17,92.25,58.34,0.39,0.00138889,24.3214543,,,,,
66261,18.40583333,11-08-22 00:01:22,104.66,58.67,0.33,0.00166666,17.14982574,,,,,
66266,18.40722222,11-08-22 00:01:27,93.49,59.04,0.37,0.00138889,23.07420023,,,,,
66271,18.40861111,11-08-22 00:01:32,103.42,59.42,0.38,0.00138889,23.69782727,,,,,
66276,18.41,11-08-22 00:01:37,99.69,59.75,0.33,0.00138889,20.5796921,,,,,
66281,18.41138889,11-08-22 00:01:43,91,60.14,0.39,0.00138889,24.3214543,,,,,
66286,18.41277778,11-08-22 00:01:48,104.66,60.5,0.36,0.00138889,22.4505732,,,,,
66292,18.41444444,11-08-22 00:01:53,94.73,60.86,0.36,0.00166666,18.7089008,,,,,
66297,18.41583333,11-08-22 00:01:58,100.93,61.24,0.38,0.00138889,23.69782727,,,,,
66302,18.41722222,11-08-22 00:02:03,102.17,61.58,0.34,0.00138889,21.20331913,,,,,
66307,18.41861111,11-08-22 00:02:09,91,61.96,0.38,0.00138889,23.69782727,,,,,
66312,18.42,11-08-22 00:02:14,105.9,62.31,0.35,0.00138889,21.82694617,,,,,
66318,18.42166667,11-08-22 00:02:19,95.97,62.67,0.36,0.00166667,18.70878855,,,,,
66323,18.42305556,11-08-22 00:02:24,97.21,63.05,0.38,0.00138889,23.69782727,,,,,
66328,18.42444444,11-08-22 00:02:29,102.17,63.39,0.34,0.00138888,21.2034718,,,,,
66333,18.42583333,11-08-22 00:02:34,92.25,63.77,0.38,0.00138889,23.69782727,,,,,
66338,18.42722222,11-08-22 00:02:40,104.66,64.12,0.35,0.00138889,21.82694617,,,,,
66343,18.42861111,11-08-22 00:02:45,98.45,64.48,0.36,0.00138889,22.4505732,,,,,
66349,18.43027778,11-08-22 00:02:50,94.73,64.87,0.39,0.00166667,20.26785426,,,,,
66354,18.43166667,11-08-22 00:02:55,103.42,65.2,0.33,0.00138889,20.5796921,,,,,
66359,18.43305556,11-08-22 00:03:00,93.49,65.58,0.38,0.00138889,23.69782727,,,,,
66364,18.43444444,11-08-22 00:03:05,102.17,65.95,0.37,0.00138888,23.07436637,,,,,
66369,18.43583333,11-08-22 00:03:11,99.69,66.29,0.34,0.00138889,21.20331913,,,,,
66374,18.43722222,11-08-22 00:03:16,93.49,66.69,0.4,0.00138889,24.94508133,,,,,
66380,18.43888889,11-08-22 00:03:21,103.42,67.02,0.33,0.00166667,17.14972284,,,,,
66385,18.44027778,11-08-22 00:03:26,94.73,67.39,0.37,0.00138889,23.07420023,,,,,
66390,18.44166667,11-08-22 00:03:31,104.66,67.76,0.37,0.00138889,23.07420023,,,,,
66395,18.44305556,11-08-22 00:03:37,99.69,68.1,0.34,0.00138889,21.20331913,,,,,
66400,18.44444444,11-08-22 00:03:42,92.25,68.51,0.41,0.00138888,25.56889246,,,,,
66406,18.44611111,11-08-22 00:03:47,104.66,68.84,0.33,0.00166667,17.14972284,,,,,
66411,18.4475,11-08-22 00:03:52,95.97,69.2,0.36,0.00138889,22.4505732,,,,,
66416,18.44888889,11-08-22 00:03:57,102.17,69.59,0.39,0.00138889,24.3214543,,,,,
66421,18.45027778,11-08-22 00:04:03,102.17,69.92,0.33,0.00138889,20.5796921,,,,,
66426,18.45166667,11-08-22 00:04:08,91,70.32,0.4,0.00138889,24.94508133,,,,,
66432,18.45333333,11-08-22 00:04:13,105.9,70.65,0.33,0.00166666,17.14982574,,,,,
66437,18.45472222,11-08-22 00:04:18,97.21,71.02,0.37,0.00138889,23.07420023,,,,,
66442,18.45611111,11-08-22 00:04:23,100.93,71.4,0.38,0.00138889,23.69782727,,,,,
66447,18.4575,11-08-22 00:04:28,102.17,71.73,0.33,0.00138889,20.5796921,,,,,
66452,18.45888889,11-08-22 00:04:34,92.25,72.12,0.39,0.00138889,24.3214543,,,,,
66457,18.46027778,11-08-22 00:04:39,105.9,72.47,0.35,0.00138889,21.82694617,,,,,
66463,18.46194444,11-08-22 00:04:44,98.45,72.83,0.36,0.00166666,18.7089008,,,,,
66468,18.46333333,11-08-22 00:04:49,95.97,73.22,0.39,0.00138889,24.3214543,,,,,
66473,18.46472222,11-08-22 00:04:54,103.42,73.56,0.34,0.00138889,21.20331913,,,,,
66478,18.46611111,11-08-22 00:05:00,93.49,73.94,0.38,0.00138889,23.69782727,,,,,
